django.utils.autoreload INFO 2023-03-09 19:45:47,254 autoreload 39084 45804 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:46:59,624 views 51524 51824 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:46:59,624 views 51524 51824 POST
outing.views INFO 2023-03-10 11:46:59,624 views 51524 51824 POST
outing.views DEBUG 2023-03-10 11:46:59,624 views 51524 51824 POST
outing.views DEBUG 2023-03-10 11:46:59,624 views 51524 51824 POST
outing.views ERROR 2023-03-10 11:46:59,624 views 51524 51824 POST
outing.views ERROR 2023-03-10 11:46:59,624 views 51524 51824 POST
django.utils.autoreload INFO 2023-03-10 11:47:44,798 autoreload 51524 51528 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:47:45,306 autoreload 37824 41836 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:47:53,682 views 37824 52056 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:47:53,682 views 37824 52056 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:47:53,682 views 37824 52056 POST
outing.views INFO 2023-03-10 11:47:53,682 views 37824 52056 POST
outing.views DEBUG 2023-03-10 11:47:53,682 views 37824 52056 POST
outing.views DEBUG 2023-03-10 11:47:53,682 views 37824 52056 POST
outing.views ERROR 2023-03-10 11:47:53,682 views 37824 52056 POST
outing.views ERROR 2023-03-10 11:47:53,682 views 37824 52056 POST
django.request ERROR 2023-03-10 11:47:53,712 log 37824 52056 Internal Server Error: /outing/api/form/save
Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\mysite\outing\views.py", line 35, in form_save
    article_obj = Article(param.title, param.content, datetime.date.today())
                                       ^^^^^^^^^^^^^
AttributeError: 'str' object has no attribute 'content'
django.utils.autoreload INFO 2023-03-10 11:48:23,640 autoreload 37824 41836 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:48:24,100 autoreload 51696 39412 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:48:26,017 views 51696 47244 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:48:26,017 views 51696 47244 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:48:26,017 views 51696 47244 POST
outing.views INFO 2023-03-10 11:48:26,017 views 51696 47244 POST
outing.views DEBUG 2023-03-10 11:48:26,017 views 51696 47244 POST
outing.views DEBUG 2023-03-10 11:48:26,017 views 51696 47244 POST
outing.views ERROR 2023-03-10 11:48:26,017 views 51696 47244 POST
outing.views ERROR 2023-03-10 11:48:26,017 views 51696 47244 POST
django.request ERROR 2023-03-10 11:48:26,048 log 51696 47244 Internal Server Error: /outing/api/form/save
Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\mysite\outing\views.py", line 32, in form_save
    param = json.loads(request.body.decode())
            ^^^^^^^^^^
AttributeError: 'function' object has no attribute 'loads'
django.utils.autoreload INFO 2023-03-10 11:48:37,798 autoreload 51696 39412 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:48:38,313 autoreload 51500 52012 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:48:40,939 views 51500 52160 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:48:40,939 views 51500 52160 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:48:40,939 views 51500 52160 POST
outing.views INFO 2023-03-10 11:48:40,939 views 51500 52160 POST
outing.views DEBUG 2023-03-10 11:48:40,939 views 51500 52160 POST
outing.views DEBUG 2023-03-10 11:48:40,939 views 51500 52160 POST
outing.views ERROR 2023-03-10 11:48:40,939 views 51500 52160 POST
outing.views ERROR 2023-03-10 11:48:40,939 views 51500 52160 POST
django.request ERROR 2023-03-10 11:48:40,967 log 51500 52160 Internal Server Error: /outing/api/form/save
Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\mysite\outing\views.py", line 32, in form_save
    param = json.dumps(request.body.decode())
            ^^^^^^^^^^
AttributeError: 'function' object has no attribute 'dumps'
django.utils.autoreload INFO 2023-03-10 11:48:56,116 autoreload 51500 52012 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:48:56,624 autoreload 9708 51684 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:48:57,276 views 9708 51820 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:48:57,276 views 9708 51820 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:48:57,276 views 9708 51820 POST
outing.views INFO 2023-03-10 11:48:57,276 views 9708 51820 POST
outing.views DEBUG 2023-03-10 11:48:57,276 views 9708 51820 POST
outing.views DEBUG 2023-03-10 11:48:57,276 views 9708 51820 POST
outing.views ERROR 2023-03-10 11:48:57,276 views 9708 51820 POST
outing.views ERROR 2023-03-10 11:48:57,276 views 9708 51820 POST
django.request ERROR 2023-03-10 11:48:57,307 log 9708 51820 Internal Server Error: /outing/api/form/save
Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\mysite\outing\views.py", line 36, in form_save
    article_obj = Article(param.title, param.content, datetime.date.today())
                                       ^^^^^^^^^^^^^
AttributeError: 'str' object has no attribute 'content'
django.utils.autoreload INFO 2023-03-10 11:49:06,186 autoreload 9708 51684 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:49:06,674 autoreload 51660 47480 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:49:08,906 views 51660 19560 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:49:08,906 views 51660 19560 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:49:08,907 views 51660 19560 POST
outing.views INFO 2023-03-10 11:49:08,907 views 51660 19560 POST
outing.views DEBUG 2023-03-10 11:49:08,907 views 51660 19560 POST
outing.views DEBUG 2023-03-10 11:49:08,907 views 51660 19560 POST
outing.views ERROR 2023-03-10 11:49:08,907 views 51660 19560 POST
outing.views ERROR 2023-03-10 11:49:08,907 views 51660 19560 POST
django.utils.autoreload INFO 2023-03-10 11:50:59,566 autoreload 51660 47480 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:51:00,133 autoreload 51544 51308 Watching for file changes with StatReloader
django.utils.autoreload INFO 2023-03-10 11:51:22,917 autoreload 51544 51308 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:51:23,409 autoreload 45652 51916 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:51:27,667 views 45652 51556 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:51:27,667 views 45652 51556 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:51:27,667 views 45652 51556 POST
outing.views INFO 2023-03-10 11:51:27,667 views 45652 51556 POST
outing.views DEBUG 2023-03-10 11:51:27,667 views 45652 51556 POST
outing.views DEBUG 2023-03-10 11:51:27,667 views 45652 51556 POST
outing.views ERROR 2023-03-10 11:51:27,667 views 45652 51556 POST
outing.views ERROR 2023-03-10 11:51:27,667 views 45652 51556 POST
django.request ERROR 2023-03-10 11:51:27,696 log 45652 51556 Internal Server Error: /outing/api/form/save
Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\mysite\outing\views.py", line 33, in form_save
    print(json.loads(request.body))
          ^^^^^^^^^^
AttributeError: 'function' object has no attribute 'loads'
django.utils.autoreload INFO 2023-03-10 11:52:00,725 autoreload 45652 51916 E:\repos\github\empty-py-demo\mysite\outing\urls.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:52:01,284 autoreload 51668 44556 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:52:04,883 views 51668 43836 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:52:04,883 views 51668 43836 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:52:04,883 views 51668 43836 POST
outing.views INFO 2023-03-10 11:52:04,883 views 51668 43836 POST
outing.views DEBUG 2023-03-10 11:52:04,883 views 51668 43836 POST
outing.views DEBUG 2023-03-10 11:52:04,883 views 51668 43836 POST
outing.views ERROR 2023-03-10 11:52:04,883 views 51668 43836 POST
outing.views ERROR 2023-03-10 11:52:04,883 views 51668 43836 POST
django.utils.autoreload INFO 2023-03-10 11:52:21,142 autoreload 51668 44556 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:52:21,663 autoreload 46176 37776 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:52:24,106 views 46176 29668 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:52:24,106 views 46176 29668 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:52:24,106 views 46176 29668 POST
outing.views INFO 2023-03-10 11:52:24,106 views 46176 29668 POST
outing.views DEBUG 2023-03-10 11:52:24,106 views 46176 29668 POST
outing.views DEBUG 2023-03-10 11:52:24,106 views 46176 29668 POST
outing.views ERROR 2023-03-10 11:52:24,106 views 46176 29668 POST
outing.views ERROR 2023-03-10 11:52:24,106 views 46176 29668 POST
django.request ERROR 2023-03-10 11:52:24,133 log 46176 29668 Internal Server Error: /outing/api/form/save
Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\mysite\outing\views.py", line 36, in form_save
    article_obj = Article(param.title, param.content, datetime.date.today())
                                       ^^^^^^^^^^^^^
AttributeError: 'str' object has no attribute 'content'
django.utils.autoreload INFO 2023-03-10 11:52:39,458 autoreload 46176 37776 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:52:39,983 autoreload 49012 42876 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:52:47,511 views 49012 50128 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:52:47,511 views 49012 50128 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:52:47,511 views 49012 50128 POST
outing.views INFO 2023-03-10 11:52:47,511 views 49012 50128 POST
outing.views DEBUG 2023-03-10 11:52:47,511 views 49012 50128 POST
outing.views DEBUG 2023-03-10 11:52:47,511 views 49012 50128 POST
outing.views ERROR 2023-03-10 11:52:47,511 views 49012 50128 POST
outing.views ERROR 2023-03-10 11:52:47,511 views 49012 50128 POST
django.request ERROR 2023-03-10 11:52:47,539 log 49012 50128 Internal Server Error: /outing/api/form/save
Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\mysite\outing\views.py", line 36, in form_save
    article_obj = Article(param.title, param.content, datetime.date.today())
                          ^^^^^^^^^^^
AttributeError: 'dict' object has no attribute 'title'
django.utils.autoreload INFO 2023-03-10 11:53:19,496 autoreload 49012 42876 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:53:20,015 autoreload 40240 51352 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:53:24,645 views 40240 51372 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:53:24,645 views 40240 51372 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:53:24,646 views 40240 51372 POST
outing.views INFO 2023-03-10 11:53:24,646 views 40240 51372 POST
outing.views DEBUG 2023-03-10 11:53:24,646 views 40240 51372 POST
outing.views DEBUG 2023-03-10 11:53:24,646 views 40240 51372 POST
outing.views ERROR 2023-03-10 11:53:24,646 views 40240 51372 POST
outing.views ERROR 2023-03-10 11:53:24,646 views 40240 51372 POST
django.request ERROR 2023-03-10 11:53:24,695 log 40240 51372 Internal Server Error: /outing/api/form/save
Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\mysite\outing\views.py", line 36, in form_save
    article_obj = Article(param.title, param.content, datetime.date.today())
                          ^^^^^^^^^^^
AttributeError: 'dict' object has no attribute 'title'
django.utils.autoreload INFO 2023-03-10 11:53:47,014 autoreload 40240 51352 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:53:47,549 autoreload 51412 51160 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:53:49,882 views 51412 27712 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:53:49,882 views 51412 27712 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:53:49,883 views 51412 27712 POST
outing.views INFO 2023-03-10 11:53:49,883 views 51412 27712 POST
outing.views DEBUG 2023-03-10 11:53:49,883 views 51412 27712 POST
outing.views DEBUG 2023-03-10 11:53:49,883 views 51412 27712 POST
outing.views ERROR 2023-03-10 11:53:49,883 views 51412 27712 POST
outing.views ERROR 2023-03-10 11:53:49,883 views 51412 27712 POST
django.request ERROR 2023-03-10 11:53:49,917 log 51412 27712 Internal Server Error: /outing/api/form/save
Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\mysite\outing\views.py", line 34, in form_save
    print(param.title)
          ^^^^^^^^^^^
AttributeError: 'dict' object has no attribute 'title'
django.utils.autoreload INFO 2023-03-10 11:54:05,405 autoreload 51412 51160 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:54:05,967 autoreload 51268 51576 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:54:09,203 views 51268 16056 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:54:09,203 views 51268 16056 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:54:09,203 views 51268 16056 POST
outing.views INFO 2023-03-10 11:54:09,203 views 51268 16056 POST
outing.views DEBUG 2023-03-10 11:54:09,203 views 51268 16056 POST
outing.views DEBUG 2023-03-10 11:54:09,203 views 51268 16056 POST
outing.views ERROR 2023-03-10 11:54:09,203 views 51268 16056 POST
outing.views ERROR 2023-03-10 11:54:09,203 views 51268 16056 POST
django.request ERROR 2023-03-10 11:54:09,247 log 51268 16056 Internal Server Error: /outing/api/form/save
Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\mysite\outing\views.py", line 34, in form_save
    print(param.title)
          ^^^^^^^^^^^
AttributeError: 'dict' object has no attribute 'title'
django.utils.autoreload INFO 2023-03-10 11:54:31,976 autoreload 51268 51576 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:54:32,455 autoreload 51300 51832 Watching for file changes with StatReloader
django.utils.autoreload INFO 2023-03-10 11:54:33,743 autoreload 51300 51832 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:54:34,500 autoreload 51716 51320 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:54:35,289 views 51716 31800 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:54:35,289 views 51716 31800 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:54:35,289 views 51716 31800 POST
outing.views INFO 2023-03-10 11:54:35,289 views 51716 31800 POST
outing.views DEBUG 2023-03-10 11:54:35,289 views 51716 31800 POST
outing.views DEBUG 2023-03-10 11:54:35,289 views 51716 31800 POST
outing.views ERROR 2023-03-10 11:54:35,289 views 51716 31800 POST
outing.views ERROR 2023-03-10 11:54:35,289 views 51716 31800 POST
django.utils.autoreload INFO 2023-03-10 11:54:49,112 autoreload 51716 51320 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:54:49,610 autoreload 52060 36464 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:54:51,833 views 52060 51324 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:54:51,833 views 52060 51324 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:54:51,833 views 52060 51324 POST
outing.views INFO 2023-03-10 11:54:51,833 views 52060 51324 POST
outing.views DEBUG 2023-03-10 11:54:51,833 views 52060 51324 POST
outing.views DEBUG 2023-03-10 11:54:51,833 views 52060 51324 POST
outing.views ERROR 2023-03-10 11:54:51,833 views 52060 51324 POST
outing.views ERROR 2023-03-10 11:54:51,833 views 52060 51324 POST
outing.views WARNING 2023-03-10 11:54:56,971 views 52060 51324 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:54:56,971 views 52060 51324 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:54:56,971 views 52060 51324 POST
outing.views INFO 2023-03-10 11:54:56,971 views 52060 51324 POST
outing.views DEBUG 2023-03-10 11:54:56,971 views 52060 51324 POST
outing.views DEBUG 2023-03-10 11:54:56,971 views 52060 51324 POST
outing.views ERROR 2023-03-10 11:54:56,971 views 52060 51324 POST
outing.views ERROR 2023-03-10 11:54:56,971 views 52060 51324 POST
django.utils.autoreload INFO 2023-03-10 11:55:11,512 autoreload 52060 36464 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 11:55:12,001 autoreload 48264 51556 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 11:55:13,880 views 48264 52212 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:55:13,880 views 48264 52212 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:55:13,880 views 48264 52212 POST
outing.views INFO 2023-03-10 11:55:13,880 views 48264 52212 POST
outing.views DEBUG 2023-03-10 11:55:13,880 views 48264 52212 POST
outing.views DEBUG 2023-03-10 11:55:13,880 views 48264 52212 POST
outing.views ERROR 2023-03-10 11:55:13,880 views 48264 52212 POST
outing.views ERROR 2023-03-10 11:55:13,880 views 48264 52212 POST
outing.views WARNING 2023-03-10 11:55:26,571 views 48264 52212 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:55:26,571 views 48264 52212 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:55:26,572 views 48264 52212 POST
outing.views INFO 2023-03-10 11:55:26,572 views 48264 52212 POST
outing.views DEBUG 2023-03-10 11:55:26,572 views 48264 52212 POST
outing.views DEBUG 2023-03-10 11:55:26,572 views 48264 52212 POST
outing.views ERROR 2023-03-10 11:55:26,572 views 48264 52212 POST
outing.views ERROR 2023-03-10 11:55:26,572 views 48264 52212 POST
outing.views WARNING 2023-03-10 11:56:14,635 views 48264 52212 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:56:14,635 views 48264 52212 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:56:14,635 views 48264 52212 POST
outing.views INFO 2023-03-10 11:56:14,635 views 48264 52212 POST
outing.views DEBUG 2023-03-10 11:56:14,635 views 48264 52212 POST
outing.views DEBUG 2023-03-10 11:56:14,635 views 48264 52212 POST
outing.views ERROR 2023-03-10 11:56:14,635 views 48264 52212 POST
outing.views ERROR 2023-03-10 11:56:14,635 views 48264 52212 POST
outing.views WARNING 2023-03-10 11:56:24,306 views 48264 52212 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:56:24,306 views 48264 52212 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:56:24,307 views 48264 52212 POST
outing.views INFO 2023-03-10 11:56:24,307 views 48264 52212 POST
outing.views DEBUG 2023-03-10 11:56:24,307 views 48264 52212 POST
outing.views DEBUG 2023-03-10 11:56:24,307 views 48264 52212 POST
outing.views ERROR 2023-03-10 11:56:24,307 views 48264 52212 POST
outing.views ERROR 2023-03-10 11:56:24,307 views 48264 52212 POST
outing.views WARNING 2023-03-10 11:56:34,916 views 48264 51728 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:56:34,916 views 48264 51728 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:56:34,916 views 48264 51728 POST
outing.views INFO 2023-03-10 11:56:34,916 views 48264 51728 POST
outing.views DEBUG 2023-03-10 11:56:34,916 views 48264 51728 POST
outing.views DEBUG 2023-03-10 11:56:34,916 views 48264 51728 POST
outing.views ERROR 2023-03-10 11:56:34,916 views 48264 51728 POST
outing.views ERROR 2023-03-10 11:56:34,916 views 48264 51728 POST
outing.views WARNING 2023-03-10 11:57:21,844 views 48264 51728 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:57:21,844 views 48264 51728 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:57:21,844 views 48264 51728 POST
outing.views INFO 2023-03-10 11:57:21,844 views 48264 51728 POST
outing.views DEBUG 2023-03-10 11:57:21,844 views 48264 51728 POST
outing.views DEBUG 2023-03-10 11:57:21,844 views 48264 51728 POST
outing.views ERROR 2023-03-10 11:57:21,844 views 48264 51728 POST
outing.views ERROR 2023-03-10 11:57:21,844 views 48264 51728 POST
outing.views WARNING 2023-03-10 11:58:04,187 views 48264 51728 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:58:04,187 views 48264 51728 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:58:04,188 views 48264 51728 POST
outing.views INFO 2023-03-10 11:58:04,188 views 48264 51728 POST
outing.views DEBUG 2023-03-10 11:58:04,188 views 48264 51728 POST
outing.views DEBUG 2023-03-10 11:58:04,188 views 48264 51728 POST
outing.views ERROR 2023-03-10 11:58:04,188 views 48264 51728 POST
outing.views ERROR 2023-03-10 11:58:04,188 views 48264 51728 POST
outing.views WARNING 2023-03-10 11:58:45,483 views 48264 51728 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 11:58:45,483 views 48264 51728 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 11:58:45,484 views 48264 51728 POST
outing.views INFO 2023-03-10 11:58:45,484 views 48264 51728 POST
outing.views DEBUG 2023-03-10 11:58:45,484 views 48264 51728 POST
outing.views DEBUG 2023-03-10 11:58:45,484 views 48264 51728 POST
outing.views ERROR 2023-03-10 11:58:45,484 views 48264 51728 POST
outing.views ERROR 2023-03-10 11:58:45,484 views 48264 51728 POST
django.utils.autoreload INFO 2023-03-10 13:03:47,865 autoreload 48264 51556 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 13:03:48,631 autoreload 48860 53092 Watching for file changes with StatReloader
django.utils.autoreload INFO 2023-03-10 13:12:23,858 autoreload 48860 53092 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 13:12:24,394 autoreload 10552 18424 Watching for file changes with StatReloader
